frame,time_sec,vo_x,vo_y,vo_theta_deg,speed_kmh,steering_deg,action,alert_level,min_obs_dist,features
727,24.26,-4.15,31.37,-23.34,3,-3.7,SLOW DOWN,CAUTION,7.2,80
728,24.29,-4.16,31.39,-23.33,3,-2.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
729,24.32,-4.19,31.45,-23.47,4,-2.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
730,24.36,-4.21,31.5,-23.35,4,-1.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
731,24.39,-4.24,31.57,-23.41,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,78
732,24.42,-4.25,31.6,-23.46,5,-1.0,SLOW DOWN,CAUTION,7.7,76
733,24.46,-4.28,31.66,-23.51,5,-0.8,SLOW DOWN,CAUTION,7.7,75
734,24.49,-4.29,31.69,-23.5,5,-0.6,SLOW DOWN,CAUTION,7.7,75
735,24.52,-4.3,31.71,-22.96,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,75
736,24.56,-4.32,31.74,-21.72,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,74
737,24.59,-4.34,31.79,-21.8,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,73
738,24.62,-4.35,31.84,-21.9,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,71
739,24.66,-4.39,31.92,-21.84,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,71
740,24.69,-4.39,31.94,-21.94,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
741,24.72,-4.41,31.97,-21.98,5,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
742,24.76,-4.42,32.01,-22.0,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
743,24.79,-4.44,32.04,-22.09,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
744,24.82,-4.45,32.07,-22.18,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
745,24.86,-4.46,32.11,-22.24,4,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
746,24.89,-4.5,32.21,-22.04,6,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
747,24.92,-4.54,32.3,-22.05,7,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,70
748,24.96,-4.54,32.3,-22.07,5,-1.8,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.8,65
749,24.99,-4.54,32.3,-22.04,4,0.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.8,65
750,25.03,-4.56,32.34,-22.02,4,-1.5,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.9,65
751,25.06,-4.56,32.34,-22.03,2,0.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.2,65
752,25.09,-4.57,32.36,-22.05,2,0.6,SLOW DOWN,CAUTION,7.2,65
753,25.13,-4.58,32.39,-23.28,3,0.5,SLOW DOWN,CAUTION,7.2,65
754,25.16,-4.59,32.42,-23.31,3,0.4,SLOW DOWN,CAUTION,7.2,64
755,25.19,-4.6,32.43,-23.18,3,0.3,SLOW DOWN,CAUTION,7.2,63
756,25.23,-4.6,32.45,-23.17,3,0.2,SLOW DOWN,CAUTION,7.3,63
757,25.26,-4.61,32.47,-23.42,3,0.2,SLOW DOWN,CAUTION,7.3,63
758,25.29,-4.62,32.5,-23.53,3,0.1,SLOW DOWN,CAUTION,7.3,63
759,25.33,-4.63,32.52,-18.94,2,0.1,SLOW DOWN,CAUTION,7.3,61
760,25.36,-4.64,32.54,-19.37,3,0.1,SLOW DOWN,CAUTION,7.3,61
761,25.39,-4.65,32.56,-19.48,2,0.1,SLOW DOWN,CAUTION,7.3,61
762,25.43,-4.65,32.57,-19.57,2,0.1,SLOW DOWN,CAUTION,7.3,60
763,25.46,-4.66,32.59,-19.58,2,0.0,SLOW DOWN,CAUTION,7.3,60
764,25.49,-4.66,32.6,-19.6,2,0.0,SLOW DOWN,CAUTION,7.3,60
765,25.53,-4.67,32.63,-20.46,2,0.0,SLOW DOWN,CAUTION,7.3,59
766,25.56,-4.68,32.65,-20.56,2,0.0,SLOW DOWN,CAUTION,7.3,58
767,25.59,-4.69,32.67,-20.63,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,56
768,25.63,-4.69,32.69,-21.89,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
769,25.66,-4.7,32.7,-21.8,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
770,25.69,-4.71,32.73,-21.8,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
771,25.73,-4.72,32.75,-22.01,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
772,25.76,-4.73,32.77,-21.99,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,54
773,25.79,-4.73,32.79,-22.0,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
774,25.83,-4.74,32.81,-22.08,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
775,25.86,-4.75,32.83,-21.97,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,53
776,25.89,-4.76,32.86,-21.99,2,-2.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
777,25.93,-4.77,32.88,-21.71,3,-5.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,52
778,25.96,-4.78,32.91,-21.71,3,-7.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,51
779,25.99,-4.8,32.94,-21.72,3,-8.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,51
780,26.03,-4.8,32.96,-21.74,3,-6.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,51
781,26.06,-4.81,32.98,-21.49,3,-5.3,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,51
782,26.09,-4.82,33.0,-21.65,3,-4.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
783,26.13,-4.83,33.02,-21.85,2,-3.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
784,26.16,-4.83,33.03,-23.19,2,-2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
785,26.19,-4.84,33.05,-23.4,2,-1.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,49
786,26.23,-4.85,33.08,-23.42,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
787,26.26,-4.86,33.1,-23.61,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
788,26.29,-4.87,33.11,-23.84,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
789,26.33,-4.88,33.15,-24.08,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
790,26.36,-4.9,33.18,-24.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
791,26.39,-4.91,33.21,-24.54,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
792,26.43,-4.92,33.23,-24.8,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
793,26.46,-4.94,33.27,-25.08,3,-1.8,STEER RIGHT (CLEAR CORRIDOR),CAUTION,8.4,46
794,26.49,-4.95,33.3,-24.1,3,-4.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,46
795,26.53,-4.96,33.33,-22.95,3,-6.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,46
796,26.56,-4.97,33.35,-23.23,3,-8.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,46
797,26.59,-4.99,33.39,-23.29,4,-3.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.5,46
798,26.63,-5.01,33.43,-23.59,4,0.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.5,46
799,26.66,-5.03,33.48,-22.72,4,-2.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,45
800,26.69,-5.04,33.5,-23.04,4,-5.2,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,45
801,26.73,-5.06,33.55,-22.34,4,-7.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,45
802,26.76,-5.07,33.57,-22.37,4,-8.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,44
803,26.79,-5.08,33.6,-22.44,4,-9.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,44
804,26.83,-5.08,33.61,-22.49,3,-9.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.2,44
805,26.86,-5.08,33.61,-22.53,2,-7.5,SLOW DOWN,CAUTION,6.8,44
806,26.89,-5.09,33.63,-22.57,2,-5.8,SLOW DOWN,CAUTION,6.8,44
807,26.93,-5.1,33.64,-22.6,2,-1.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,44
808,26.96,-5.1,33.65,-22.34,2,1.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,43
809,26.99,-5.11,33.67,-22.36,2,3.5,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.0,43
810,27.03,-5.12,33.69,-22.3,2,4.6,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.8,43
811,27.06,-5.14,33.74,-21.82,3,5.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.2,43
812,27.09,-5.18,33.83,-26.4,5,6.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.5,43
813,27.13,-5.21,33.9,-26.57,6,6.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.8,42
814,27.16,-5.32,34.11,-27.12,11,6.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.6,42
815,27.19,-5.37,34.22,-27.11,12,7.1,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.7,41
816,27.23,-5.39,34.25,-27.18,10,7.3,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.9,41
817,27.26,-5.42,34.3,-27.27,9,8.7,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,41
818,27.29,-5.44,34.34,-27.25,8,9.9,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,40
819,27.33,-5.47,34.41,-27.19,8,10.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,40
820,27.36,-5.51,34.48,-27.33,8,11.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,39
821,27.39,-5.53,34.53,-27.79,7,12.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,132
822,27.43,-5.56,34.57,-28.16,7,12.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,125
823,27.46,-5.58,34.62,-28.35,6,12.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,123
824,27.49,-5.61,34.66,-30.36,6,13.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,118
825,27.53,-5.64,34.71,-30.17,6,13.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,115
826,27.56,-5.66,34.76,-30.15,6,12.3,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.3,114
827,27.59,-5.7,34.82,-30.2,6,11.6,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.1,109
828,27.63,-5.73,34.87,-29.97,6,12.1,STEER LEFT (HAZARD AHEAD),CRITICAL,6.5,100
829,27.66,-5.76,34.92,-29.97,6,12.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,99
830,27.69,-5.79,34.98,-29.97,7,12.8,STEER LEFT (HAZARD AHEAD),CRITICAL,6.3,74
831,27.73,-5.83,35.04,-29.74,7,13.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,72
832,27.76,-5.86,35.1,-29.94,7,13.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,72
833,27.79,-5.9,35.16,-29.74,7,13.5,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,71
834,27.83,-5.93,35.22,-29.75,7,13.6,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,69
835,27.86,-5.96,35.27,-29.8,7,13.7,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,66
836,27.89,-5.99,35.33,-34.38,7,13.7,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,63
837,27.93,-6.03,35.39,-34.36,7,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,58
838,27.96,-6.07,35.45,-34.32,7,13.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,57
839,27.99,-6.12,35.52,-34.48,8,13.9,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,55
840,28.03,-6.16,35.58,-34.43,8,12.8,STEER LEFT (CLEAR CORRIDOR),CAUTION,6.8,55
841,28.06,-6.21,35.65,-34.61,8,12.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,6.8,54
842,28.09,-6.24,35.69,-34.62,7,11.4,STEER LEFT (CLEAR CORRIDOR),CAUTION,6.6,53
843,28.13,-6.29,35.77,-34.6,8,12.0,STEER LEFT (HAZARD AHEAD),CRITICAL,6.5,50
844,28.16,-6.32,35.81,-34.55,7,12.4,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,50
845,28.19,-6.37,35.88,-34.59,8,12.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.7,50
846,28.23,-6.39,35.9,-37.46,7,13.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.9,50
847,28.26,-6.4,35.92,-37.45,6,13.2,STEER LEFT (HAZARD AHEAD),CRITICAL,5.9,47
848,28.29,-6.44,35.97,-37.39,6,13.4,STEER LEFT (HAZARD AHEAD),CRITICAL,5.9,46
849,28.33,-6.44,35.97,-37.33,4,13.5,STEER LEFT (HAZARD AHEAD),CRITICAL,6.0,46
850,28.36,-6.49,36.04,-37.24,6,10.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
851,28.4,-6.56,36.13,-37.18,7,8.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
852,28.43,-6.59,36.17,-37.12,7,6.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,45
853,28.46,-6.62,36.21,-37.06,7,4.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,44
854,28.5,-6.65,36.25,-37.03,6,6.8,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,44
855,28.53,-6.71,36.33,-37.04,7,8.4,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,43
856,28.56,-6.76,36.4,-37.02,8,9.6,STEER LEFT (HAZARD AHEAD),CRITICAL,5.5,43
857,28.6,-6.8,36.44,-37.01,8,10.6,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,42
858,28.63,-6.83,36.49,-37.0,7,11.3,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,40
859,28.66,-6.88,36.55,-36.98,7,11.9,STEER LEFT (HAZARD AHEAD),CRITICAL,6.4,40
860,28.7,-6.92,36.61,-36.99,8,9.3,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,40
861,28.73,-6.97,36.67,-37.0,8,7.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,40
862,28.76,-7.03,36.75,-37.07,8,5.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,39
863,28.8,-7.08,36.82,-37.12,9,4.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,111
864,28.83,-7.14,36.89,-37.08,9,3.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,103
865,28.86,-7.19,36.97,-37.14,9,2.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,100
866,28.9,-7.25,37.04,-37.06,10,2.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,95
867,28.93,-7.29,37.1,-37.07,9,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,92
868,28.96,-7.33,37.14,-37.29,8,4.2,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,91
869,29.0,-7.36,37.18,-37.25,7,6.4,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,90
870,29.03,-7.4,37.24,-37.26,8,8.0,STEER LEFT (HAZARD AHEAD),CRITICAL,4.4,88
871,29.06,-7.45,37.3,-37.24,8,8.1,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.0,86
872,29.1,-7.5,37.37,-37.13,8,8.2,STEER LEFT (CLEAR CORRIDOR),CAUTION,8.0,86
873,29.13,-7.57,37.46,-37.09,9,6.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,84
874,29.16,-7.64,37.56,-37.05,10,5.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,84
875,29.2,-7.73,37.68,-37.12,12,3.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,81
876,29.23,-7.76,37.72,-37.09,10,3.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,79
877,29.26,-7.85,37.84,-37.12,12,2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,75
878,29.3,-7.87,37.86,-37.09,9,1.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,65
879,29.33,-7.89,37.89,-37.12,8,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,63
880,29.36,-7.92,37.92,-37.06,7,-2.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,60
881,29.4,-7.93,37.94,-37.04,5,-4.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,58
882,29.43,-8.02,38.06,-37.03,9,-6.7,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,58
883,29.46,-8.05,38.1,-37.0,8,-8.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
884,29.5,-8.07,38.12,-37.0,6,-9.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
885,29.53,-8.07,38.12,-36.96,4,-10.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.5,53
886,29.56,-8.09,38.15,-36.85,4,-8.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
887,29.6,-8.09,38.15,-37.5,2,-6.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
888,29.63,-8.09,38.15,-37.39,2,-5.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
889,29.66,-8.09,38.15,-38.41,1,-3.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
890,29.7,-8.09,38.15,-39.3,1,-3.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,48
891,29.73,-8.09,38.15,-39.3,0,-2.4,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
892,29.76,-8.11,38.18,-41.86,1,-1.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,44
893,29.8,-8.13,38.2,-46.44,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
894,29.83,-8.13,38.2,-43.13,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
895,29.86,-8.15,38.22,-38.55,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
896,29.9,-8.15,38.22,-36.64,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
897,29.93,-8.16,38.24,-37.0,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
898,29.96,-8.18,38.26,-41.58,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
899,30.0,-8.18,38.26,-41.55,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
900,30.03,-8.2,38.28,-36.97,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
901,30.06,-8.21,38.3,-33.41,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
902,30.1,-8.22,38.31,-28.83,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
903,30.13,-8.23,38.34,-28.79,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
904,30.16,-8.25,38.37,-24.2,3,-2.1,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.2,42
905,30.2,-8.25,38.37,-24.15,2,-3.6,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.2,42
906,30.23,-8.25,38.37,-20.22,1,-4.7,STEER RIGHT (CLEAR CORRIDOR),CAUTION,7.2,42
907,30.26,-8.25,38.37,-20.22,1,-3.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
908,30.3,-8.25,38.37,-20.64,0,-2.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
909,30.33,-8.25,38.37,-21.02,0,-2.2,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
910,30.36,-8.25,38.37,-21.22,0,-1.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
911,30.4,-8.25,38.37,-25.8,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
912,30.43,-8.25,38.38,-21.22,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
913,30.46,-8.25,38.38,-21.81,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
914,30.5,-8.26,38.41,-17.6,1,2.4,STEER LEFT (HAZARD AHEAD),CRITICAL,5.2,42
915,30.53,-8.27,38.42,-17.73,1,5.0,STEER LEFT (HAZARD AHEAD),CRITICAL,5.2,42
916,30.56,-8.27,38.42,-17.51,1,0.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.2,42
917,30.6,-8.27,38.44,-17.18,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
918,30.63,-8.28,38.46,-21.77,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
919,30.66,-8.29,38.49,-22.05,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
920,30.7,-8.29,38.49,-20.87,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
921,30.73,-8.29,38.49,-20.46,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
922,30.76,-8.29,38.49,-17.82,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
923,30.8,-8.3,38.52,-16.14,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
924,30.83,-8.31,38.56,-16.54,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
925,30.86,-8.32,38.58,-11.96,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
926,30.9,-8.32,38.6,-9.55,2,3.2,STEER LEFT (HAZARD AHEAD),CRITICAL,4.7,42
927,30.93,-8.33,38.63,-4.96,3,-0.6,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,42
928,30.96,-8.33,38.65,-0.38,2,-3.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.7,42
929,31.0,-8.33,38.67,-0.98,2,-2.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
930,31.03,-8.33,38.67,-1.73,1,-2.1,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
931,31.06,-8.33,38.72,-1.69,3,-1.6,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
932,31.1,-8.33,38.72,-1.59,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
933,31.13,-8.33,38.72,-1.44,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
934,31.16,-8.33,38.75,0.93,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
935,31.2,-8.33,38.77,0.2,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
936,31.23,-8.33,38.77,2.02,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
937,31.26,-8.33,38.79,2.09,1,2.7,STEER LEFT (HAZARD AHEAD),CRITICAL,5.1,42
938,31.3,-8.33,38.79,1.57,1,-0.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.1,42
939,31.33,-8.33,38.82,3.84,2,2.3,STEER LEFT (HAZARD AHEAD),CRITICAL,5.1,42
940,31.36,-8.33,38.82,3.94,1,1.8,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
941,31.4,-8.33,38.82,4.06,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
942,31.43,-8.32,38.85,8.64,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
943,31.46,-8.32,38.85,8.02,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
944,31.5,-8.32,38.87,8.17,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
945,31.53,-8.32,38.9,8.1,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
946,31.56,-8.31,38.92,12.68,2,0.5,SLOW DOWN,CAUTION,99.0,42
947,31.6,-8.31,38.94,11.45,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
948,31.63,-8.3,38.98,11.51,3,3.4,STEER LEFT (HAZARD AHEAD),CRITICAL,5.2,42
949,31.66,-8.29,39.01,16.1,3,-0.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.0,42
950,31.7,-8.29,39.03,14.68,3,-3.4,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.0,42
951,31.73,-8.29,39.03,13.59,2,-5.8,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.0,42
952,31.77,-8.28,39.06,12.56,2,-4.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
953,31.8,-8.28,39.07,12.33,2,-3.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
954,31.83,-8.27,39.09,12.69,2,-2.7,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
955,31.87,-8.27,39.11,12.78,2,-2.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
956,31.9,-8.27,39.11,13.03,1,-1.5,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
957,31.93,-8.27,39.12,13.16,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,42
958,31.97,-8.27,39.12,12.4,1,1.0,STEER LEFT (CLEAR CORRIDOR),CAUTION,7.7,42
959,32.0,-8.26,39.15,12.58,1,-2.3,STEER RIGHT (HAZARD AHEAD),CRITICAL,5.0,42
960,32.03,-8.26,39.17,11.35,2,1.3,STEER LEFT (HAZARD AHEAD),CRITICAL,4.9,42
961,32.07,-8.25,39.18,11.28,1,4.1,STEER LEFT (HAZARD AHEAD),CRITICAL,4.9,40
962,32.1,-8.25,39.18,6.7,1,0.1,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.9,40
963,32.13,-8.25,39.19,5.59,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,40
964,32.17,-8.25,39.22,3.9,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,39
965,32.2,-8.25,39.26,3.87,2,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,159
966,32.23,-8.25,39.3,3.64,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,149
